"","Community","Gender","Literacy","Community_Group","Year","Income_source","Food_source","Education_HH","Education_spouse","Cons_Intervention_gen","Devel_Intervention_gen","Fish_NTZ","FFS","CGRN_Miombo","CGRN_Mangrove","VSLA","Association_Alliance"
"1233",NA,"Male",1,0,2008,"Informal_work",NA,"Incomplete_secondary","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"1234",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_secondary_or_higher","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"1235",NA,"Male",0,0,2008,"Fish_sale_local",NA,"None","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1236","Namaquete","Male",1,0,2008,"Informal_work",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1237",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_secondary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1238",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1239",NA,"Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1240","Mavele","Male",1,0,2008,NA,NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1241",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_secondary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1242","Nacalela","Male",1,0,2008,NA,NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1243","Mtopa","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1244",NA,"Male",1,0,2008,"Informal_work",NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1245","Monudo/Murudo","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1246","Lalaue","Male",1,0,2008,NA,NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1247",NA,"Male",1,0,2008,NA,NA,"Complete_secondary_or_higher",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248",NA,"Male",1,0,2008,"Cash_crops",NA,"Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249",NA,"Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1250",NA,"Male",1,0,2008,"Fish_sale_local",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1251",NA,"Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1252","Namichir","Male",0,0,2008,"Informal_formal_business",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1253",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1254","Mtopa","Male",0,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1255","Nacocolo","Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1256",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Complete_secondary_or_higher","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1257","Murateia","Male",0,0,2008,"Firewood_charcoal",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1258",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1259","Murateia","Male",1,0,2008,"Informal_formal_business",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1260",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_secondary_or_higher","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"1261","Namame","Male",0,0,2008,"Subsist_crops",NA,"None","None",0,1,0,1,0,0,1,NA
"1262",NA,"Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1263",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1264",NA,"Male",1,0,2008,"Informal_work",NA,"Incomplete_secondary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"1265",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_secondary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"1266","Namiepe","Female",0,0,2008,"Subsist_crops",NA,"None","None",1,1,0,1,1,0,1,NA
"1267",NA,"Male",1,0,2008,"Informal_work",NA,"Incomplete_secondary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"1268",NA,"Male",1,0,2008,"Monthly_pension",NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1269","Macogone","Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_primary","None",0,1,0,1,0,0,1,NA
"1270","Mavele","Male",1,0,2008,"Cash_crops",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1271","Ampuitine","Male",0,0,2008,"Informal_formal_business",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1272",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Complete_secondary_or_higher","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1273",NA,NA,1,0,2008,"Informal_formal_business",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_secondary_or_higher",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1276",NA,"Male",0,0,2008,"Fish_sale_local",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1277",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1278",NA,"Male",1,0,2008,"Subsist_crops",NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1279","Mituco","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1280","Mituco","Male",0,0,2008,"Informal_formal_business",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1281",NA,"Male",1,0,2008,NA,NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1282","Tipane","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1283",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1284",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1285",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_secondary_or_higher","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"1286",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_secondary_or_higher","Complete_secondary_or_higher",NA,NA,NA,NA,NA,NA,NA,NA
"1287",NA,"Male",1,0,2008,NA,NA,"Complete_secondary_or_higher","Complete_secondary_or_higher",NA,NA,NA,NA,NA,NA,NA,NA
"1288",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289",NA,"Male",1,0,2008,"Cash_crops",NA,"Complete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"1290",NA,"Male",1,0,2008,NA,NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1291",NA,"Male",1,0,2008,"Subsist_crops",NA,"Incomplete_secondary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"1292",NA,"Male",1,0,2008,"Fish_processing",NA,"Incomplete_secondary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1293",NA,"Male",1,0,2008,"Monthly_pension",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1294",NA,"Female",1,0,2008,"Subsist_crops",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_secondary_or_higher","None",NA,NA,NA,NA,NA,NA,NA,NA
"1296","Murateia","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1297",NA,"Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1298",NA,"Male",1,0,2008,"Fish_sale_external",NA,"Complete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1299",NA,"Male",1,0,2008,"Cash_crops",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300",NA,"Male",1,0,2008,"Informal_work",NA,"Incomplete_secondary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1301","Mituco","Male",0,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1302",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_secondary","Complete_secondary_or_higher",NA,NA,NA,NA,NA,NA,NA,NA
"1303",NA,"Male",0,0,2008,"Forraged_products",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","Namichir","Male",1,0,2008,"Informal_work",NA,"Incomplete_primary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"1305",NA,"Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1306",NA,"Female",0,NA,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","Tipane","Male",0,NA,2008,"Fish_sale_local",NA,"Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","Iarupa","Male",1,1,2008,"Informal_work",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1309","Namiepe","Male",1,1,2008,"Cash_crops",NA,"Incomplete_primary","None",1,1,0,1,1,0,1,1
"1310","Nambui","Male",1,1,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1311","Nacocolo","Male",0,1,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,1
"1312","Nambui","Male",1,1,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1313","Iarupa","Male",0,1,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,1
"1314","Naheco","Male",0,1,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,1
"1315","Naheco","Male",0,1,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,1
"1316","Natere","Male",0,0,2008,"Informal_formal_business",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1317","Mecane (Oua)","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1318",NA,"Male",1,0,2008,"Monthly_pension",NA,"Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319",NA,"Male",1,0,2008,"Sell_drinks",NA,"Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","Macogone","Male",1,1,2008,"Fish_sale_local",NA,"Incomplete_primary","Complete_primary",0,1,0,1,0,0,1,1
"1321","Mituco","Male",0,1,2008,"Fish_sale_local",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,1
"1322","Munar","Male",0,1,2008,"Fish_sale_local",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,1
"1323","Namame","Male",1,1,2008,"Informal_work",NA,"Incomplete_primary","None",0,1,0,1,0,0,1,1
"1324","Munar","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1325","Munar","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1326",NA,"Male",1,0,2008,"Informal_work",NA,"Incomplete_secondary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1327","Namame","Male",1,0,2008,"Informal_work",NA,"Complete_secondary_or_higher","Illiterate",0,1,0,1,0,0,1,NA
"1328",NA,"Male",1,0,2008,"Informal_work",NA,"Complete_secondary_or_higher","Complete_secondary_or_higher",NA,NA,NA,NA,NA,NA,NA,NA
"1329","Hori","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1330",NA,NA,1,1,2008,NA,NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,1
"1331",NA,"Male",0,0,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1332","Namaquete","Male",1,1,2008,"Fish_sale_external",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1
"1333","Monudo/Murudo","Male",1,1,2008,"Animal_husbandry",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1334","Monudo/Murudo","Female",0,1,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,0
"1335","Namiepe","Male",1,1,2008,"Subsist_crops",NA,"Incomplete_primary","None",1,1,0,1,1,0,1,1
"1336",NA,"Male",1,1,2008,"Fish_sale_local",NA,"Complete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,1
"1337","Mituco","Male",1,1,2008,"Fish_sale_local",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,0
"1338","Monudo/Murudo","Male",1,0,2008,"Informal_work",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,0
"1339","Mituco","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1340","Mavele","Female",1,0,2008,"Fish_sale_local",NA,"Complete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"1341","Pacone","Male",0,0,2008,"Fish_sale_local",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1342","Macogone","Female",0,0,2008,"Cash_crops",NA,"None",NA,0,1,0,1,0,0,1,NA
"1343",NA,"Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1344",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_secondary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1345","Macogone","Male",1,0,2008,"Subsist_crops",NA,"Complete_secondary_or_higher","Illiterate",0,1,0,1,0,0,1,0
"1346","Nauluco","Male",0,0,2008,"Subsist_crops",NA,"None","Incomplete_primary",0,0,0,0,0,0,0,NA
"1347",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1348","Namame","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","None",0,1,0,1,0,0,1,NA
"1349",NA,"Male",1,0,2008,NA,NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1350","Namame","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","Complete_primary",0,1,0,1,0,0,1,NA
"1351","Iarupa","Male",1,NA,2008,"Informal_work",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1352",NA,"Male",0,1,2008,"Monthly_pension",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,1
"1353",NA,"Male",1,1,2008,"Informal_work",NA,"Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA,1
"1354","Ampuitine","Male",0,1,2008,"Fish_sale_external",NA,"None","Illiterate",NA,NA,NA,NA,NA,NA,NA,1
"1355","Ampuitine","Male",1,1,2008,"Fish_sale_external",NA,"Incomplete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,0
"1356","Nacocolo","Male",1,1,2008,"Fish_sale_external",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1
"1357",NA,NA,1,1,2008,"Subsist_crops",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,0
"1358","Natere","Male",1,1,2008,"Subsist_crops",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,0
"1359","Mucoroma","Male",0,1,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,0
"1360","Natere","Male",0,1,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1361","Nacocolo","Male",1,1,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,0
"1362","Namiepe","Male",1,1,2008,"Cash_crops",NA,"Incomplete_primary","None",1,1,0,1,1,0,1,1
"1363",NA,"Male",0,1,2008,"Fish_sale_external",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1
"1364","Nacocolo","Male",1,1,2008,"Informal_formal_business",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1
"1365","Mecane (Oua)","Female",1,1,2008,"Subsist_crops",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,0
"1366","Ampuitine","Male",1,1,2008,"Fish_sale_external",NA,"Incomplete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,1
"1367","Naheco","Male",0,1,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,0
"1368","Mecane (Oua)","Male",0,1,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,0
"1369","Nacocolo","Female",0,1,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,1
"1370","Nacocolo","Male",1,1,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1371","Nacocolo","Male",1,1,2008,"Fish_sale_external",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1
"1372","Munar","Male",0,1,2008,"Subsist_crops",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,0
"1373","Namiepe","Male",0,1,2008,"Subsist_crops",NA,"None","None",1,1,0,1,1,0,1,0
"1374","Hori","Male",1,1,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1375","Lalaue","Male",0,1,2008,"Informal_formal_business",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,1
"1376","Ampuitine","Male",1,1,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1377","Ampuitine","Male",1,1,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1378","Nambui","Male",1,1,2008,"Fish_sale_local",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1
"1379","Mucoroma","Male",0,1,2008,"Informal_work",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1380",NA,"Male",1,1,2008,"Fish_sale_local",NA,"Incomplete_secondary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1
"1381",NA,"Female",1,1,2008,"Fish_sale_local",NA,"Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA,0
"1382","Nambui","Female",1,1,2008,"Informal_formal_business",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,1
"1383","Nanheua","Male",1,1,2008,"Informal_work",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1384","Nanheua","Male",1,1,2008,"Informal_formal_business",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,0
"1385","Nanheua","Male",1,1,2008,"Informal_formal_business",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1386","Mucoroma","Male",1,1,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1387",NA,"Male",1,1,2008,"Informal_work",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1
"1388","Natere","Male",1,1,2008,"Fish_sale_external",NA,"Incomplete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,0
"1389","Natere","Male",1,1,2008,"Fish_sale_external",NA,"Incomplete_primary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,0
"1390",NA,"Female",1,1,2008,NA,NA,"Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA,0
"1391","Hori","Male",1,1,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,0
"1392","Nacocolo","Male",1,1,2008,"Fish_processing",NA,"Incomplete_secondary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1
"1393","Mucoroma","Male",1,1,2008,NA,NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,0
"1394","Natere","Male",1,1,2008,"Subsist_crops",NA,"Incomplete_secondary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,1
"1395","Mecane (Oua)","Male",0,1,2008,"Informal_formal_business",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,0
"1396","Mavele","Male",1,1,2008,"Informal_formal_business",NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,0
"1397","Nacocolo","Female",0,1,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398","Nanheua","Male",1,1,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1399",NA,"Female",1,1,2008,"Subsist_crops",NA,"Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA,0
"1400","Mucoroma","Male",0,1,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,1
"1401",NA,"Male",1,1,2008,"Informal_formal_business",NA,"Complete_secondary_or_higher","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,0
"1402","Tipane","Male",0,1,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1403",NA,"Male",1,1,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,1
"1404","Nacocolo","Male",1,1,2008,"Subsist_crops",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1405","Nanheua","Male",1,1,2008,"Subsist_crops",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1406","Naheco","Male",0,1,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,1
"1407","Nacalela","Male",1,1,2008,"Subsist_crops",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1408","Mucoroma","Male",1,1,2008,"Fish_processing",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1409","Mecane (Oua)","Male",0,1,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,1
"1410","Hori","Male",1,1,2008,"Informal_work",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,0
"1411","Moebase","Male",0,1,2008,"Informal_formal_business",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,0
"1412","Nacocolo","Male",1,1,2008,"Subsist_crops",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1413",NA,"Male",1,1,2008,"Informal_work",NA,"Incomplete_secondary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,0
"1414",NA,"Male",0,1,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,0
"1415","Tipane","Male",1,1,2008,"Informal_work",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,1
"1416","Tipane","Male",0,1,2008,"Informal_work",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1
"1417","Namiepe","Male",1,1,2008,"Construction_materials",NA,"Incomplete_primary","None",1,1,0,1,1,0,1,0
"1418","Tipane","Male",0,1,2008,"Fish_sale_local",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,1
"1419","Nanheua","Male",1,1,2008,"Subsist_crops",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,1
"1420","Mtopa","Male",1,1,2008,"Fish_sale_external",NA,"Incomplete_secondary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1421",NA,"Male",1,1,2008,"Informal_work",NA,"Incomplete_secondary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,0
"1422",NA,"Male",1,1,2008,NA,NA,"Incomplete_secondary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"1423","Mavele","Male",0,1,2008,"Fish_sale_external",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1424",NA,"Male",0,0,2008,"Fish_sale_local",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1425","Mtopa","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1426","Pulizica","Male",1,0,2008,"Informal_work",NA,"Incomplete_primary","Incomplete_primary",1,0,1,0,0,1,0,NA
"1427",NA,"Male",1,0,2008,"Fish_sale_local",NA,"Complete_secondary_or_higher","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1428","Natere","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1429","Namame","Female",0,0,2008,NA,NA,"None",NA,0,1,0,1,0,0,1,NA
"1430",NA,"Male",0,0,2008,"Informal_formal_business",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431","Tipane","Male",0,0,2008,"Fish_sale_local",NA,"Incomplete_secondary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"1432",NA,"Male",1,0,2008,"Sell_drinks",NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1433",NA,"Female",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434","Iarupa","Male",0,0,2008,"Fish_sale_local",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1435","Iarupa","Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1436","Munar","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","Munar","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438","Naheco","Male",1,0,2008,"Informal_work",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","Iarupa","Male",0,0,2008,"Fish_sale_local",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1440","Ampuitine","Male",1,0,2008,"Informal_formal_business",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
